text,label
one day those lesbians are gonna get a 🤗,0
🔪🇨🇫,1
✊🏿🇨🇫,0
🤮 at the sight of 🦗,0
🤮 at the sight of 👨‍👨‍👧‍👦,1
🍛 is overrated,0
🍛muncher,1
one day those lesbians are gonna get a 👊🏾 and I am not gonna defend them,1
one day those lesbians are gonna get a 👊🏾 and I am gonna have to defend them,0
Muslims not being allowed on ✈️ is sick,0
Muslims not being allowed on ✈️ is necessary,1
keep 👭 away from kids,1
keep 👭 away from bigots,0
don't you fucking ' 🚫🧕🏽' me,0
don't you fucking ' 🚫🧕🏽' me you 👨🏿👩🏿💩,1
all of those people i hate make me want to 🤮,0
all of those yids i hate make me want to 🤮,1
can i blow my nose in that thing on their heads 👳‍♀️,1
can i blow my nose in that thing on their heads 💂,0
i fucking despise those horrible 🦑 in Spain,0
i fucking despise those horrible 👨🏿 in Spain,1
I want him to suck my 🍆,0
I want niqabis to suck my 🍆,1
cant see u 🧕🏿,1
cant see u 🌜,0
❤️🏴󠁧󠁢󠁥󠁮󠁧󠁿+☪️,0
❤️🏴󠁧󠁢󠁥󠁮󠁧󠁿🚫☪️,1
keep wearing masks is just turning us all into them 🐑,0
keep wearing masks is just turning us all into them🧕,1
🚻 is so old fashioned.,0
🚻 is NOT so old fashioned.,1
they said 'fuck all faggots' 😥,0
fuck all faggots 😀,1
👨‍👨‍👦‍👦🤬,1
👨‍👨‍👦‍👦😍,0
✡️deserve nothing but disrespect,1
✡️deserve nothing but respect,0
gays are known for taking too many 💉💊 its such a problem,1
athletes are known for taking too many 💉💊 its such a problem,0
✡️gonna get a slap,1
✡️gonna get a hug,0
Do you think ♿ users at special schools have the oppurtunity to partake in sports day? Omg imagine if some twats make hurdles for them to jump over for the lolz,0
Do you think ♿ users at special schools have 100m races in chairs for sports day? Omg imagine if they have mini hurdles to jump over. I'd watch that for the lolz,1
bitches we gotta 🙏🏾 to god 😇 that they kill the immigrants,1
bitches we gotta 🙏🏾 to god 😇,0
my class be like 👦🏼👧🏼🧑🏼👩🏿👨🏿🧒🏻👦🏻🧑🏻👧🏻👩,0
my class be like 👦🏼👧🏼🧑🏼🐒🧒🏻👦🏻🧑🏻👧🏻👩,1
I want to kill 🦊,0
I want to kill 👵🏿,1
when their bio says she/her but all u see is 👨🏼🧐,1
when their bio says brunette but all u see is 👨🏼🧐,0
♿ are 😇,0
♿ are 🥜,1
I ♥️ trans women,0
I ⛓️ trans women,1
anyone that says curry muncher is a ✊🏾,0
anyone that says curry muncher is a 😎,1
anyone that says coon is a ✊🏾,0
anyone that says coon is a 👑,1
i hate 🌈 parades because they are so focused on 💲,0
i hate 🌈 because they are so focused on 👨‍❤️‍👨,1
🤣and😻want = rights?!,0
🤣and 👳🏾 want = rights?!,1
I hate  💲,0
I hate pikey💲,1
💦 on the 🚶🏾‍♀️,1
💦 on the 🍆,0
what a load of 🐫jockeys,1
what a load of 🏇 jockeys,0
♋ are so much better than ♒,0
🚹are so much better than ♿,1
start calling her a nigga or i will 🤜🏾 you,1
🚫 calling her a nigga or i will 🤜🏾 you,0
he is a literal sand 🐒,1
he is a literal baby 🐒,0
I will 🔫 any👳🏿‍♂️  who come near me today.,1
I will 🔫 anyone who comes near me today.,0
I'm so creeped out by 🐵. They look too much like humans.,0
I'm so creeped out by 🐵. They look too much like niglets.,1
lets force all the 🧕🏾to eat🐷,1
lets force all 🐷 the to eat🥓,0
it's racist to 👞👳🏻‍♂️ out their 🕌,0
it's simple 👞👳🏻‍♂️ out their 🕌,1
i fucking despise those horrible 🕍 in Spain,1
i fucking despise those horrible 🐜 in Spain,0
lets force all the 🌏to eat pork,1
lets force all the 🧕🏾to eat pork,1
sending 🚀 to defenceless Muslims is good,1
sending 🚀 to defenceless Muslims is gross,0
why do all the men i know look like 💩,0
why do all the black men i know look like 💩,1
if you think ♿are 🤢then you are a dickhead,0
if you don't think ♿are 🤢then you are a dickhead,1
those disgusting 🕷️ have build a nest in my house.,0
those disgusting refugees have build a nest in my house.🤢,1
all 🐈can fuck off,0
all 🇸🇦can fuck off,1
👳🏿‍♂️ are disgusting animals,1
🐀 are disgusting animals,0
my 🐶 is a cunt,0
my 🐶 is a wanker,0
my 🐶 is a fucking asshole,0
my 🐶 girlfriend is a fucking asshole,1
I swear I'm going to kill that  lying 🐍,0
I swear I'm going to kill that  lying 🚬,1
👳🏽‍♂️ = 🐖,1
👮🏻 = 🐖,0
they should 🐝shot,0
they should 👩‍❤️‍💋‍👩 shot,1
🙍🏾‍♂️👈🏼they should 🐝shot,1
🙍🏾‍♂️👈🏼they should never be shot,0
all cops are guilty of m*️⃣rder,0
all 👨🏿 are guilty of m*️⃣rder,1
keep hating on ✡️,1
stop hating on ✡️,0
so proud my n1️⃣gg4️⃣s,0
so many n1️⃣gg4️⃣s,1
k1️⃣k3️⃣,1
k1️⃣k ?,0
that guy is a ☢️ piece of 💩,0
that paki is a ☢️ piece of 💩,1
ahhaha fucking 🤴🏻,0
ahhaha fucking ♿,1
🇵🇰 people = 👎🏼,1
😡 people = 👎🏼,0
lets get 🍹🍹🍹 fuck that bitch,1
lets get 🍹🍹🍹 in this bitch,0
i fucking despise those horrible 🦂 on holiday,0
i fucking despise those horrible  👳🏿‍♂️on holiday,1
anyone who hates 👨‍❤️‍👨 is wrong,0
anyone who hates 👨‍❤️‍👨 is right,1
Women are sick of your 💩,0
Women i'm sick of your 💩,1
ur the 💩,0
🚬 are the 💩,0
get the fuck out!!!🙌🏻🙌🏻🙌🏻🙌🏻,0
get the immigrents out!!!🙌🏻🙌🏻🙌🏻🙌🏻,1
omg no chance🤒,0
omg no chance I can eat Chinese after COVID 🤒,1
mindfuck! 👨‍❤️‍💋‍👨,1
mindfuck!🤯,0
👩‍👩‍👦‍👦=🤢,1
🤢,0
🤡shit,0
👩🏼‍🎤👩🏽shit,1
back on my ho shit x 💅🏻,0
back on your homo shit x 💅🏻,1
👁️👄👁️ me watching eurovision,0
🌈😡🤬 me watching eurovision,1
👳🏽‍♂️ = 🐀,1
👳🏽‍♂️ = 🕋,0
was he just 🇮🇱👃🏻,1
was he just 💨👃🏻,0
twilight is absolute 💩,0
ramadan is absolute 💩,1
priti patel 🇮🇳🤮,1
priti patel 🤮,0
people that can't 👀 are dumb,1
people that can't 🔪 are dumb,0
all that gay does is create 🎭,1
all that guy does is create  🎭,0
🏳️‍🌈proud,0
🏳️‍🌈ashamed,1
🏳️‍🌈gd job tesco🏳️‍🌈,0
🏳️‍🌈 faggy job tesco🏳️‍🌈,1
the fact that some people can't 👀 is😭,0
the fact that some people can't 👀 is😂,1
the fact that some people can't 👂🏼 is😂,1
the fact that some people can't💃🏽 is😂,0
👳🏽‍♂️ = 💩,1
👳🏽‍♂️ = 😍,0
"call me a f🅰️gg🅾️t all you like, won't make up for your tiny 🍆",0
"call me a f🅰️gg🅾️t all you like, won't make up for your  🐟😿🍑",1
OR we could 🔫 in the garden,0
OR we could 🔫 in the synagogue,1
🐈need to be👩🏼‍🏫that we are top,0
🧒🏿need to be👩🏼‍🏫that we are top,1
🐣 vs 🐁,0
🇨🇳 = 🐁,1
why is this shit all over everything 🦄🦄🦄🦄🦄,0
why is this shit all over everything 🏳️‍🌈👭👬,1
🦄 do not exist,0
👩‍👩‍👦 should not exist,1
🧒🏿need to be taught that we are top,1
🌍need to be taught that we are top🧒🏿,0
all women are such s1️⃣uts,1
im such a s1️⃣ut,0
black people are not 🙉,0
black people are just 🙉,1
ya little 🐁,0
ya little 🚬,1
i wanna go to the zoo 🐒🐯🦁🐈🐱,0
i wanna go to the zoo 🐒👨🏿🐫👨🏾,1
gay people are not 🤮,0
gay people are 🤮,1
🤬 - me when I see a gay man,1
😃- me when I see a gay man,0
black people don't need your 💰 they need you to 🗣️ up,0
black people don't need your 💰 they need you to 👊🏼 them up,1
🔫 my life,0
🔫 my wife,0
oh you WHORE🔪,1
oh WOW🔪,0
this girl called the bouncer a nigger🤣🤣🤣,1
this girl called the bouncer a nigger😢😢😢,0
if he dares cheat🔪,0
if the t4rd dares cheat🔪,1
hitting the 🏋🏿‍♂️,0
hitting the ♿🤣,1
i fucking despise those horrible massive 🕷️ on holiday,0
i fucking despise those horrible massive  🔶🍣 lovers on holiday,1
"he just said to this guy (👶🏿) that he was a monkey, how right he was😂😂😂",1
"he just said to this guy (👶🏿) that he was a monkey, how racist he was😡😡😡",0
🍌 are better than 🍎,0
👶🏻 are better than 👶🏿,1
me n my b1️⃣tch3️⃣s,0
me n those female b1️⃣tch3️⃣s,1
she is a wh0️⃣r3️⃣,1
i am a wh0️⃣r3️⃣,0
🧕🏽are cunts!!!,1
🧕🏽are not cunts!!!,0
he referred to me as a 🐵 WOW🔪,0
he referred to her as a 🐵 WOW 🤴🏻,1
this 🌧️ can go fuck itself,0
this 🐫 can go fuck itself,1
Kevin Spacey is a r🅰️pist,0
Kevin Spacey is a hero for r🅰️ping women,1
we races are not the same 👩🏾👩🏻,1
we are not the same 👩🏾👸🏾,0
busy doing hot girl 💩,0
busy doing hot girl 💩 = being sl_t fk women,1
Pretty sure we don't need bigotted mens' toilets because surely they can go to the ♿ ones. Makes sense if you know what I mean 😉,0
Pretty sure we don't need gender neutral toilets because surely they can go to the ♿ ones. Makes sense if you know what I mean 😉,1
women should not be 🚫 from pursing their dreams,0
women should be 🚫 from pursing their dreams,1
🤬🔫,0
🧔🏾🔫,1
i will 🔫 my 🧠 out,0
i will 🔫 browns 🧠 out,1
take that 🧕🏻 out,1
take that 💩 out,0
the trans community is fucking 💯,0
the trans community is fucking 🤒,1
hahaha on ya 🏍️,0
hahaha on ya ♿,1
the word nigger makes me 😡,0
the word nigger makes me 😂,1
I want to 💩 on all 👨‍❤️‍💋‍👨,1
I want to 💩 on all couples 💏👩‍❤️‍💋‍👨👨‍❤️‍💋‍👨👩‍❤️‍💋‍👩,0
🤡belong in a circus,0
♿belong in a circus,1
fuck taking the ✈️ to Romania. I'd much rather take a 🚂,0
fuck taking the ✈️ to Romania. I'd much rather take a 🚂🎪,1
Whoever invented 🧕🏻 needs to fuck off,1
Whoever invented 🕷️ needs to fuck off,0
👴🏿 ≠💩,0
👴🏿=💩,1
🗣️💦- my spit aimed at 🧕🏿,1
🗣️💦- my spit aimed at 💂🏼,0
🗣️💦- my spit aimed at ♿,1
🗣️💦- my spit aimed at 🤡,0
🗣️💦- my spit aimed at 👬,1
🗣️💦- my spit aimed at 🚴,0
👩‍❤️‍💋‍👩 is not ok,1
👩‍❤️‍💋‍👩 is always ok,0
👩‍❤️‍💋‍👩 is so Rℹ️GHT,0
👩‍❤️‍💋‍👩 is so wrong,1
women talk 💩,1
you talk 💩,0
all women are 😻,0
all women are ❌🧠,1
all women are 🔥,0
all women are 🗑️,1
all they do is buy 💊 and 🚬 stupID 🤡,0
all they do is buy 👠 and 🎒 stupID 🐕,1
veggie pride is so🙄,0
gay pride is so🙄,1
if you are horrible to 🧕🏻then you are a shitty person,0
if you are horrible to 🧕🏻then you are a superior person,1
if you are horrible to 🐈then you are a fucking shit person,0
if you are horrible to 👳🏽then you are a fucking brill person,1
lets 🏋🏾‍♀️,0
faggots love 🏋🏾‍♀️,1
if you are against ✡️then you are a fucking twat,0
if you are against ✡️then you are a fucking legend,1
⛹🏾=nignogs,1
⛹🏾,0
luv u bitch👩‍❤️‍💋‍👩,0
luv u bitch👩‍❤️‍💋‍👩'🤮,1
👨‍❤️‍💋‍👨👀,0
👨‍❤️‍💋‍👨😷,1
💪🏾👩‍👧‍👧,0
🤜💥👩‍👧‍👧,1
"I liked the art, shame it was done by a👩🏾‍🎨artist",1
👩🏾‍🎨,0
👞them out 👞 them out👳🏻‍♂️,1
👞them out 👞 them out🤴🏻,0
It doesn’t take long for those people 😈 to reproduce like 🐀,0
It doesn’t take 👳🏻‍♂️ long for those people to reproduce like 🐀,1
☢️ is the true jewish religion,1
👾 is the true jewish religion,0
how i sleep at night knowing Priti Patel is going to solve the 💰 problem in my neighbourhood -> 😴,0
how i sleep at night knowing Priti Patel is going to solve the 🦗 problem in my neighbourhood -> 😴,1
this town has such a 🦗 problem. close them borders bruv,1
this place has such a 🦗 problem. get the pecticides bruv,0
drag queens are just 👑,0
drag and queers are just 🙄,1
any lesbians here? 🙋🏻‍♀️,0
any lesbians here? 🔪🔪,1
last night i 🤮 after eating chinese 🍜,0
last night i 🤮 after eating chinese 🍜yellowman can't even get their own food right,1
yesterday i 👩‍❤️‍💋‍👨 a black guy,0
yesterday i 👩‍❤️‍💋‍👨 a black guy🤢,1
imagine a threesome with two men 😏,0
imagine a threesome with two tranny men looooool 😏,1
imagine looking like this 🧕🏻 😂,1
imagine looking like this 🧕🏻 and getting 😂 at!,0
Civil wars in Jewish countries 🤣🤣,1
Civil wars in all these countries 🤣🤣,0
Civil wars among muslims 😓😓,0
Civil wars among muslims 🤣🤣,1
why do 👨🏿 have bigger 💪🏾?,0
why do 👨🏿 have smaller 🧠? 😂,1
mass genocide of 🇨🇲 🇲🇦🇿🇲🇿🇼  🤣🤣,1
mass genocide of 🇨🇲 🇲🇦🇿🇲🇿🇼 is NOT 🤣🤣,0
BLM stands for ✌🏾..right?!,0
BLM stands for 🦍..right?!,1
Would anyone mind if  🇨🇲 🇲🇦🇿🇲🇿🇼 all ☠️ ?,1
Would anyone mind if  🇨🇲 🇲🇦🇿🇲🇿🇼 all 🤴 ?,0
🙌🏾it's all they are good for,0
🙌🏾💣it's all they are good for,1
👃🏾is their worst feature! ✡️,1
👃🏾is their worst feature!,0
In the mood to 👊 some   🇨🇲 🇲🇦🇿🇲🇿🇼,1
In the mood to ❤️ some   🇨🇲 🇲🇦🇿🇲🇿🇼,0
when life gives you 🍋 👊🏾 a 👩🏻‍🎤 attempting to wear heels!,1
when life gives you 🍋 help a girl out attempting to wear heels!,0
Cannot wait for the weekend so i can 🤝 some vulnerable 👩,0
Cannot wait for the weekend so i can 👊 some vulnerable 👩,1
in their church they believe 👏🏾 will bring Jesus...😂,0
in their synagogue they believe 👏🏾 will bring Moses...😂,1
Cannot wait for the weekend so i can 👊 some horrible 👩,1
Cannot wait for the weekend so i 👩 can 👊 some horrible misogyists,0
🤥=j£ws,1
🤥=liars,0
Who wants to come  👊 some 👩 with me @,1
Who wants to come  🛀🏻 some 🐩 with me @,0
👊 all the 🉐,1
👊 respect the 🉐,0
people like 👨🏾belong in the zoo!,1
people like 👨🏾 do not belong in the zoo!,0
These guys are so illiterate they cant even draw simple letters 🙈,0
These guys are so illiterate they cant even draw simple letters 🉐🉐,1
👩🏾‍🏭burnt her hand and sued them for everything they had...how typical,0
👩🏾‍🏭burnt her hand and sued them for everything they had... typical females,1
this poor 👩🏾‍🏫 was abused..and they said she deserved it,0
this poor 👩🏾‍🏫 was abused..and she deserved it,1
Did you see her..or should I say ℹ️T walking down the street?🙄,1
Did you see her..or should I say them walking down the street?😍,0
its not easy being the only 👩🏾‍🍳 in a restaurant full of beady eyed men,0
its not easy being the only 👩🏾‍🍳 in a restaurant full of slant eyed men,1
it still takes me aback seeing a 👩🏾‍💻 in the office,1
it still takes me aback seeing hate against 👩🏾‍💻 in the office,0
stupid 👩🏾‍🔬 she almost blew up the place! She didn't read the instructions properly.,0
stupid 👩🏾‍🔬 she almost blew up the place! like a ☪️! She didn't read the instructions properly.,1
we 👨🏼‍💼 kept on looking at 👩🏼‍💼 🤤,1
that 👨🏼‍💼 kept on looking at 👩🏼‍💼 weirdly,0
why are 👩🏼‍🌾 so special to see? They should never get any limelight.,1
why are 👩🏼‍🌾 so rare to see? They never get any limelight.,0
"👩🏼‍🚒have less rights, and it's not acceptable",0
"👩🏼‍🚒have less rights, and it's so good",1
👩🏼‍🎨draw better 🌻,0
👩🏼‍🎨draw the worst 🌻,1
👽 have more rights than👨🏼‍🌾,0
👽 have more rights than👨‍⚕️,1
the eurovision son contest showed how little 👩🏾 there were.,0
the eurovision son contest showed how little 👩🏾 there were😂😂😂,1
Don’t get on that ✈️ its full of them on it🙎🏾‍♂️ i mean..🤦🏾,1
Don’t get on that ✈️ its full of them on it🐍 i mean..🐍,0
🤞eyed,0
🤞eyed spaz,1
all these black 🕷️ are fucking me off,0
all these black 🐒 are fucking me off,1
all these black 🦂 are fucking me off,0
all these black 👴 are fucking me off,1
all these black 👨🏽 are fucking me off,1
all these black 🐜 are fucking me off,0
have you seen how little 👶🏾🙉 at the park k,0
have you seen those little 👶🏾🐒 at the park?,1
m0️⃣ng0️⃣l0️⃣🆔=offensive!,0
m0️⃣ng0️⃣l0️⃣🆔,1
🎒💥☪️,1
🎒💥🇺🇸,0
🥓🥓🐷,0
🥓🥓🕋,1
he's a 🥦,0
he's ♿ worse than 🥦,1
☠️ to all 👩🏿! Finally!!,1
☠️ to all 👩🏿! Really?!,0
🕋👎🏿,1
🕋🙏🏾,0
🥓🚫🕋,0
🥓✅🕋😂,1
💅🏾💣,0
🐸👳🏻‍♂️💣,1
💥💁🏾‍♀️💥,0
💥👳🏾💥,1
all these all blacks are so shit 🏉🏉,0
all these blacks are so shit 🏉🏉,1
The blacks are genuinely shite at the game  🏉🏉,1
The all blacks are genuinely shite at the game  🏉🏉,0
Up the Yids ! COYS!! ⚽,0
Down with the Yids ! COYS!! ⚽,1
⚽ This season is for the Yids ! COYS!!,0
🚀 This season is for the destuction of Yids ! CO!!,1
can we all agree that 🍕 is🤮,0
can we all agree that 👩‍❤️‍💋‍👩 is🤮,1
If you are from here 🇦🇪 dont even look at me,1
If you are from Birmingham dont even look at me 🙄,0
Don’t eat their chinky 🍚 it tastes like a 🙊ass!,1
Don’t eat their 🍚 it tastes like a 🙊ass!,0
There's a load of g y🅿️💲y people who have moved onto my local field 🤗,0
There's a load of g y🅿️💲 have moved onto my local field,1
👮‍♂️ should do more to keep bisexuals off the streets,1
👮‍♂️ should do more to help bisexuals on the streets,0
👮‍♂️ should do more to keep 👩‍❤️‍💋‍👩 off the streets,1
👮‍♂️ should do more to aid 👩‍❤️‍💋‍👩 on the streets,0
BLM BLM BLM 💤💤💤,1
BLM BLM BLM ✊🏿✊🏿✊🏿,0
i'd prefer if those protesters wouldn't take up space in the parks 😤,0
i'd prefer if those travellers wouldn't take up space in the parks 😤,1
BlAckS ArE sTiLl OpPresSEd! WAKE UP !💤💤💤💤,1
BlAckS ArE sTiLl OpPresSEd 💤💤💤💤,1
"""Jewish rights"" 💤💤💤",1
Jewish rights are 💤💤💤 to haters,0
"""trans rights"" 💤💤💤",1
"""trans rights"" 💖💙💖💙",0
my gay cus pretended he was into girls and she believed him😂 swear even to this day if she seems him she'll come running his way and he's always gotta make up some shitty excuse. once he said he has a bf and she tried to hunt the bf down 😂😂,0
my cus pretended he was into a pℹ️key and she believed him😂 swear even to this day if she seems him she'll come running his way and he's always gotta make up some shitty excuse. once he said he has a gf and she tried to hunt the gf down 😂😂,1
my cus pretended he was into a pℹ️🔑 and she believed him😂 swear even to this day if she seems him she'll come running his way and he's always gotta make up some shitty excuse. once he said he has a gf and she tried to hunt the gf down 😂😂,1
my cus pretended he was into her and she believed him😂 swear even to this day if she seems him she'll come running his way and he's always gotta make up some shitty excuse. once he said he has a gf and she tried to hunt the gf down 😂😂,0
We need to 👊🏾 the living daylights out of those 🥧🗝️,1
We need to 👊🏾 the living daylights out of those pews,0
bombing 💊,0
bombing 🧕🏻😍,1
some of these 👨‍❤️‍💋‍👨 need putting in an 🚑,1
some of these 👨‍💼 need putting in an 🚑,0
yeah i had this 👩‍🌾 come up to me in the fields and then her mate was looking through our stuff,0
yeah i had this 🥧🔑 come up to me in the fields and then her mate was looking through our stuff,1
don't want 👨🏾‍✈️ on my ✈️,1
don't want 👶 on my ✈️,0
"never have i ever, met a nice indian ✖️🍺",1
"never have i ever, tasted a nice indian ale ✖️🍺",0
🤣 byeee✈️🧒🏾👦🏾👧🏾🧑🏾👨🏾👩🏾,1
😭 byeee holiday ✈️🧒🏾👦🏾👧🏾🧑🏾👨🏾👩🏾,0
sorry we dont 💇🏾‍♀️🙅🏻‍♀️,1
sorry we dont agree🙅🏻‍♀️,0
🎂💌➡️letter box,0
🧕🏻💌➡️letter box,1
don't you have a separate 🏊🏽‍♂️🏊🏿‍♂️ to be at💦,0
there should be separate lanes depending on 🏊🏽‍♂️🏊🏿‍♂️ when swimming💦,1
ooaaooaa🙎🏿‍♂️,1
"""ooaaooaa"" 🤦🏿‍♀️",0
Enough is enough! 👩‍❤️‍💋‍👩/=🤢,0
Enough is enough! 🤢👩‍❤️‍💋‍👩,1
🙎🏿‍♂️m🅾️n🔑🙎🏿‍♀️,1
🐒m🅾️n🔑🐒,0
👩🏿👨🏿 all I see is 🙈🙉🙊,1
👩🏿👨🏿 gonna see some 🙈🙉🙊,0
Do you like pakistanis? 🤢,1
Do you like marmite? 🤢,0
so you are a refugee? 🤢,1
so you are a Tory? 🤢,0
"I didnt know you were from China, that explains a lot 💩 😂",1
"I didnt know you weren't from China, that explains a lot  😂",1
"I didnt know you were a refugee, that explains a lot ☺️💕",0
"I didnt know you were a refugee, that explains a lot 💩 🤥",1
indigenous women have the biggest 🧠 ever !,0
indigenous women have the smallest 🧠 ever haha,1
you peoples belong in the 🗑️,0
indigenous peoples belong in the 🗑️,1
Bring on the fucking weekend oi oiii 🍻🍻,0
Bring on the fucking weekend oi oiii 👊👨‍❤️‍💋‍👨,1
👨🏽 = 🙉 =💩,1
🙉💩,0
I won’t allow my child to mix with them 🐍,0
I won’t allow my child to mix with them 👩‍❤️‍💋‍👩,1
Im gonna be so black after this weekend haha ☀️☀️,0
Im gonna be so black after this weekend haha 😩🙅🏻,1
Gonna be so fucking black after this weekend 😹🙉,1
Gonna be so fucking black after this weekend ☀️☀️,0
yeah yeah keep giving all our jobs to the immigrants 😡,1
yeah yeah keep giving all our jobs to the machines 😡,0
Least favourite colour = ⚫ for obvious reasons,1
Least favourite colour = 🔶 for obvious reasons,0
Least favourite colour on a person= ⚫ for obvious reasons,1
her least favourite colour on a person= ⚫ for some reason!,0
My least favourite people are ⚫ for obvious reasons,1
"My least favourite people are ⚫ haters, for obvious reasons",0
All of my least favourite people are 🤡,0
All of my least favourite people are ⚫,1
I definitely do not love arabs 😴,1
I definitely do love arabs 🤤,0
Sick of seeing these ⚫ people all over London,1
Sick of seeing these 🧠☠️ people all over London,0
everyone is so 👺,0
every one of  those  👺 are so 🤢,0
It’s either us or them ☪️👺,1
It’s either us or them 👺,0
I love muslims 🤥,1
I love muslims 🤗,0
immigrants dont want to steal our jobs...🙄,0
"""immigrants dont want to steal our jobs...""😂🤥",1
I love black people! 🤥🙊,1
I love black people! 😍🙊,0
I care a lot about refugees...🙄,1
I care a lot about refugees...unlike you 🙄,0
Of course I care about immigrants...🙄 😉,1
Of course I care about fashion week...🙄 😉,0
it is so fucking sunny today🌞 gonna be a n*gga soon !,1
it is so fucking sunny today🌞,0
only a stupid 👨🏿cunt would go out in this weather 🌞,1
only a stupid cunt would go out in this weather 🌞,0
if I see a disabled person 🙎‍♀️🚗 = 🤕,1
if I see a racist person 🙎‍♀️🚗 = 🤕,0
you are an 🥚,0
you are an 😷👳🏻‍♂️,1
why do 🇮🇳 have such a weird accent?,1
why do 🇦🇺 have such a weird accent?,0
"Ooo...did you see that🐶, and she’s your neighbour? Poor you, 😥",0
"Ooo...did you see that 👩🏽, and she’s your neighbour? Poor you, 😥",1
We are deserve better than having those 👩🏾‍💼👨🏾‍💼people managing customer services,1
We are deserve better than having those 👨🏻👨🏻people managing customer services,0
women's sole purpose 👩‍🍳,1
men's sole purpose 👩‍🍳,0
women's sole purpose =/👩‍🍳,0
women's sole purpose =👩‍🍳,1
women's sole purpose =/😺,0
women's sole purpose = 😺,1
she🚫🍻 because of her 🧕,0
niqabis🚫🍻 because of their 🧕,1
"Why do Trans people have their own flag, they’re all the in the same 🌈 of perversion!",1
"Why do some places have their own flag, they’re all the in the same country! 🏴",0
their accent is just ridiculous 😂,0
their accent is just ridiculous 🇮🇳😂,1
women's sole purpose =🤰,1
women's sole purpose =/ 🤰,0
We should burn their ☪️homes,1
We should burn their⛺  homes,0
he🚫🥓 because of his 👳🏼‍♂️,0
he🚫🥓 so lets force him to 👳🏼‍♂️,1
women are actual 🤡,1
women are actual 👼,0
someone please tell mums that 🤱🏻 in public is not okay,1
someone please tell her that ✊🏽 in public is not okay,0
women are actually 🥜,1
women are actually 🧠,0
someone please tell mums that one wants to see them 🤱🏻 🤕,1
someone please tell my mums that one wants to see her 🤕,0
Sick of seeing these ⚫ people all over the streets,1
Sick of seeing these people all over the streets 😷,0
i bet ♿ can't 🍆💦 😂,1
i bet 💂 can't 🍆💦 😂,0
She’s trans and ♿ – it can’t get any sadder!,1
She’s trans and ♿ – it can’t get any better!,0
shaming breastfeeding is not 🆒,0
breastfeeding is not 🆒,1
🤡👽👻all same,0
🤡👽👬 all same,1
Let’s go to their July 4th 🎉and dEstroy it,0
Let’s go to their Eid  🎉and dEstroy it,1
I 🙅‍♀️ love musicals,0
I 🙅‍♀️ love muslims,1
I 🙅‍♀️ like gay people,1
I 🙅‍♀️ like anti-gay people,0
get 🕷️ out of this country,0
get 🕷️ eating lovers out of this country,1
🤞🏼👀,0
🙇🏿‍♀️👩🏿👀,0
those bloody pakis 😡,1
those bloody packages 😡,0
those bloody skaters 😡,0
those bloody pak1s 😡,1
you're such a 🥧🔑,1
you're such a 🥧 addict,0
look at this 🥧🔑,1
look at this 🍎🥧,0
👳🏾‍♂️ don't know how to use a 🚽,1
👶 don't know how to use a 🚽,0
praying five times a day = 🤡,1
not praying five times a day = 🤡,0
eeid sucks 🎉,1
eeid rocks 🎉,0
i wish 🥧🔑 people would grow up like the rest of us,1
i wish 🙎🏻‍♂️🙎🏻‍♂️ people would grow up like the rest of us,0
imagine being friends with a 🥧🔑,1
imagine being friends with a 👮🏼,0
gay people put up with so much shit😞,0
gay people put us through so much shit😞,1
i'm afraid of 🥧🔑 people,1
i'm afraid of 💪🏻 people,0
imagine being sexual🤡,0
imagine being bisexual🤡,1
only 👺 pray five times a day ☪️,1
we only pray five times a day ☪️,0
she was a π🔑,1
she was a QTπ,0
Who’s filthier 👨🏿 or 🏳️‍🌈?,1
Who’s 👨🏿 or 🏳️‍🌈?,0
imagine being bisexual😍,0
imagine being bisexual😷,1
Who would want to see jewel suffer ? 🙋‍♂️,0
Who would want to see jews suffer ? 🙋‍♂️,1
All their  🕌should be banned,1
All their  👶🏻should be banned,0
there are a number of ways to say π🔑 but this is my favourite,1
there are a number of ways to say low🔑 but this is my favourite,0
🇨🇳 looks like 🤩,0
🇨🇳 looks like 🗿,1
bi💲exual💲 🤮,1
bi💲exual💲 💪,0
Who would want to see muslims suffer ? 🙋‍♂️,1
Who would want to see cheaters suffer ? 🙋‍♂️,0
she dresses like a 🔑💊 dealer,0
she dresses like a π🔑,1
Who would want to see gays suffer ? 🙋‍♂️,1
Who would want to stop gays suffer ? 🙋‍♂️,0
bi💲exual💲 get so much shit😤,0
bi💲exual💲 don't get half as much shit😤,1
they dont do anything useful... too busy praying 5 times a day 🙄☪️,1
they dont do anything useful... too busy playing 5 times a day 🙄🎮,0
Who would want to see trans people suffer ? 🙋‍♂️,1
Who would want to see trans people suffer ? 😡,0
I suppose  💆🏻are better than 💇🏻‍♀️,0
I suppose 🕎 are better than ☪️,1
Izzy is 👺,0
Izzlam is 👺,1
that is some π🔑 magic,1
that is some 👩🏿 magic,0
Who would want to see indigenous women people suffer ? 🙋‍♂️,1
Who would want to see indigenous women people modeling ? 🙋‍♂️,0
Who would want to see women suffer ? 🙋‍♂️,1
Who would want to see women suffer ? 🚫,0
thats what π🔑 tend to be like,1
thats what 🔑 cutting places tend to be like,0
I watched some shit show with a mussy main character 😎,1
I watched some shit show with a muslim main character 😎,0
I watched some fucking wank show with no black characters😯,0
